,delay_in_seconds,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_rain,total_estradas,Month,Day,Hour
1099,0,1,13.0,1026.0,86.0,0.0,0,0,3,11,14
1100,0,1,13.0,1021.0,45.0,1.0,0,0,3,20,12
1101,0,0,17.0,1018.0,92.0,0.0,0,5,7,3,4
1102,1503,1,21.0,1019.0,75.0,0.0,0,8,7,2,14
1103,1022,1,21.0,1017.0,40.0,2.0,0,9,9,22,17
1104,203,1,15.0,1012.0,92.0,1.0,0,6,6,18,7
1105,956,1,16.0,1015.0,75.0,1.0,0,11,6,2,14
1106,0,0,16.0,1016.0,91.0,0.0,0,5,7,23,0
1107,1596,1,18.0,1013.0,69.0,3.0,0,11,4,9,16
1108,0,0,8.0,1021.0,61.0,2.0,0,0,3,19,4
1109,0,0,17.0,1017.0,87.0,0.0,0,5,7,26,23
1110,6324,0,12.0,1025.0,82.0,2.0,0,15,12,10,17
1111,0,0,5.0,1031.0,93.0,2.0,0,2,1,16,22
1112,2415,1,21.0,1012.0,42.0,0.0,0,11,4,6,17
1113,0,1,22.0,1016.0,67.0,0.0,0,5,7,24,18
1114,0,0,12.0,1016.0,92.0,0.0,0,5,4,2,7
1115,0,1,19.0,1019.0,71.0,1.0,0,5,7,2,10
1116,229,1,23.0,1019.0,27.0,0.0,0,6,10,13,13
1117,358,1,20.0,1017.0,59.0,1.0,0,11,11,9,14
1118,2357,0,16.0,1021.0,64.0,0.0,0,8,11,8,17
1119,0,0,6.0,1024.0,81.0,4.0,0,0,1,19,2
1120,3286,0,12.0,1019.0,75.0,3.0,0,13,12,19,18
1121,0,1,16.0,1024.0,49.0,3.0,0,5,3,27,12
1122,0,0,17.0,1012.0,92.0,0.0,0,5,9,15,6
1123,247,1,23.0,1013.0,43.0,1.0,0,5,9,12,11
1124,0,1,16.0,1022.0,54.0,0.0,0,5,3,23,17
1125,0,0,10.0,1023.0,97.0,1.0,0,2,11,29,6
1126,0,1,10.0,1011.0,63.0,4.0,0,5,11,22,15
1127,0,0,14.0,1008.0,93.0,1.0,0,5,10,29,2
1128,0,1,8.0,1025.0,92.0,0.0,0,0,3,12,8
1129,0,0,13.0,1014.0,92.0,1.0,0,5,6,19,3
1130,0,1,17.0,1020.0,72.0,3.0,0,5,5,5,11
1131,0,0,12.0,1022.0,87.0,0.0,0,5,10,4,6
1132,0,1,10.0,1019.0,73.0,2.0,0,5,11,4,10
1133,130,1,20.0,1023.0,81.0,2.0,0,6,10,5,15
1134,0,0,11.0,1024.0,71.0,2.0,0,5,9,21,5
1135,0,1,6.0,1018.0,84.0,1.0,0,5,5,2,7
1136,0,1,30.0,1017.0,40.0,3.0,0,5,7,10,17
1137,0,2,17.0,1023.0,70.0,2.0,0,5,7,7,20
1138,119,0,13.0,1019.0,74.0,2.0,0,5,11,20,21
1139,0,0,8.0,1013.0,84.0,0.0,0,5,5,1,3
1140,0,0,14.0,1013.0,92.0,2.0,0,0,12,22,1
1141,3051,1,10.0,1025.0,87.0,2.0,0,9,12,3,15
1142,0,0,14.0,1010.0,90.0,1.0,0,5,4,24,5
1143,244,1,22.0,1016.0,36.0,4.0,0,7,7,21,15
1144,0,1,17.0,1016.0,72.0,2.0,0,5,6,15,6
1145,63,2,12.0,1022.0,82.0,1.0,0,5,10,24,7
1146,417,2,15.0,1014.0,82.0,3.0,0,1,3,4,18
1147,0,0,8.0,1024.0,76.0,1.0,0,5,3,27,5
1148,6470,0,14.0,1023.0,81.0,0.0,0,10,12,12,17
1149,0,0,23.0,1016.0,44.0,1.0,0,5,7,17,2
1150,5236,0,20.0,1023.0,67.0,1.0,0,17,9,30,19
1151,0,1,22.0,1020.0,51.0,1.0,0,5,6,24,10
1152,0,1,29.0,1017.0,40.0,2.0,0,5,7,15,14
1153,0,0,16.0,1016.0,65.0,1.0,0,5,6,26,2
1154,0,1,12.0,1017.0,92.0,0.0,0,5,4,2,9
1155,0,0,19.0,1018.0,94.0,0.0,0,5,9,15,21
1156,0,0,16.0,1022.0,93.0,0.0,0,5,9,28,1
1157,826,1,26.0,1016.0,56.0,0.0,0,8,7,26,17
1158,0,2,6.0,1028.0,69.0,2.0,0,5,11,7,7
1159,0,0,11.0,1013.0,91.0,1.0,0,0,12,23,21
1160,0,0,17.0,1018.0,90.0,0.0,0,5,7,21,4
1161,0,0,9.0,1028.0,88.0,0.0,0,2,12,6,3
1162,878,1,14.0,1028.0,45.0,0.0,0,8,11,6,15
1163,0,0,11.0,1010.0,84.0,2.0,0,0,12,24,3
1164,0,0,4.0,1023.0,87.0,4.0,0,0,1,19,4
1165,0,0,17.0,1021.0,91.0,0.0,0,5,10,2,0
1166,2993,1,13.0,1020.0,66.0,1.0,0,14,10,15,8
1167,1592,0,8.0,1024.0,83.0,1.0,0,10,12,2,19
1168,1488,1,11.0,1005.0,89.0,2.0,2,5,12,24,15
1169,466,1,22.0,1017.0,64.0,1.0,0,7,6,14,19
1170,414,0,13.0,1016.0,89.0,0.0,0,1,12,27,17
1171,0,1,10.0,1021.0,54.0,1.0,0,0,3,9,10
1172,0,1,17.0,1014.0,83.0,0.0,0,5,7,25,9
1173,6458,1,20.0,1014.0,52.0,5.0,0,22,4,15,18
1174,0,0,12.0,1014.0,94.0,1.0,0,5,11,1,4
1175,175,1,26.0,1020.0,60.0,4.0,0,5,10,19,15
1176,71,0,14.0,1023.0,92.0,0.0,0,6,10,24,23
1177,1953,1,16.0,1015.0,45.0,4.0,0,9,3,31,9
1178,0,0,7.0,1024.0,71.0,2.0,0,2,12,19,7
1179,0,0,8.0,1017.0,84.0,1.0,0,0,3,7,6
1180,0,0,9.0,1016.0,88.0,0.0,0,5,5,10,23
1181,948,1,9.0,1023.0,93.0,1.0,0,10,3,23,8
1182,0,1,16.0,1024.0,56.0,0.0,0,5,3,24,16
1183,259,1,10.0,1025.0,74.0,2.0,0,2,12,31,9
1184,0,0,10.0,1011.0,81.0,1.0,0,5,4,30,0
1185,5643,0,9.0,1025.0,93.0,1.0,0,17,12,3,19
1186,0,0,10.0,1022.0,75.0,2.0,0,5,10,26,5
1187,0,1,33.0,1017.0,41.0,1.0,0,5,7,17,15
1188,0,0,7.0,1012.0,94.0,0.0,0,5,11,3,6
1189,34,0,18.0,1019.0,92.0,1.0,0,6,10,17,19
1190,0,0,16.0,1021.0,88.0,1.0,0,5,7,9,4
1191,61,0,9.0,1026.0,82.0,0.0,0,6,3,24,22
1192,0,0,11.0,1023.0,67.0,3.0,0,5,3,28,4
1193,0,0,16.0,1008.0,88.0,0.0,0,5,10,30,23
1194,0,1,12.0,1025.0,86.0,2.0,0,5,3,26,11
1195,0,2,12.0,1018.0,90.0,1.0,0,5,9,18,7
1196,0,0,13.0,1020.0,94.0,1.0,0,5,12,28,7
1197,0,0,16.0,1022.0,82.0,1.0,0,5,9,20,0
1198,0,2,13.0,1014.0,94.0,1.0,0,0,12,23,8
1199,0,0,9.0,1026.0,93.0,2.0,0,5,3,27,1
1200,0,0,12.0,1011.0,86.0,1.0,2,5,4,10,5
1201,0,1,20.0,1015.0,42.0,1.0,0,5,7,27,11
1202,150,1,15.0,1019.0,78.0,0.0,0,7,4,13,13
1203,0,0,11.0,1015.0,88.0,2.0,0,0,3,5,1
1204,177,1,20.0,1019.0,47.0,4.0,0,6,7,4,12
1205,30,0,9.0,1011.0,83.0,1.0,0,5,4,30,1
1206,567,1,18.0,1018.0,74.0,0.0,0,6,10,16,11
1207,0,0,14.0,1024.0,79.0,1.0,0,0,3,3,21
1208,0,1,15.0,1023.0,70.0,0.0,0,5,10,24,10
1209,219,1,18.0,1018.0,92.0,1.0,0,6,10,17,15
1210,0,1,23.0,1018.0,53.0,1.0,0,5,6,10,9
1211,0,0,13.0,1022.0,72.0,2.0,0,5,10,26,4
1212,7146,1,14.0,1009.0,63.0,0.0,0,19,4,29,18
1213,967,0,14.0,1018.0,69.0,1.0,0,5,11,20,18
1214,179,0,20.0,1019.0,49.0,0.0,0,5,3,30,20
1215,0,0,21.0,1012.0,65.0,1.0,0,5,6,15,22
1216,0,1,11.0,1016.0,93.0,0.0,0,0,1,31,8
1217,0,0,12.0,1026.0,93.0,1.0,0,0,1,27,2
1218,6658,1,15.0,1006.0,83.0,2.0,0,12,4,28,19
1219,3256,1,16.0,1013.0,85.0,3.0,0,11,6,1,17
1220,192,1,13.0,1010.0,72.0,5.0,0,6,4,29,12
1221,159,1,13.0,1013.0,58.0,1.0,0,6,11,23,16
1222,725,1,8.0,1022.0,76.0,4.0,0,2,1,19,9
1223,0,0,13.0,1010.0,92.0,2.0,0,5,6,21,3
1224,0,1,15.0,1017.0,92.0,1.0,0,5,6,27,9
1225,0,0,11.0,1009.0,91.0,1.0,0,5,4,21,21
1226,162,0,13.0,1006.0,88.0,0.0,0,5,4,27,0
1227,0,1,11.0,1027.0,66.0,1.0,0,5,11,7,9
1228,0,1,18.0,1018.0,92.0,0.0,0,5,10,17,17
1229,175,0,14.0,1024.0,93.0,2.0,0,8,12,28,19
1230,0,0,12.0,1023.0,94.0,1.0,0,5,12,7,0
1231,0,0,7.0,1011.0,93.0,1.0,0,5,11,3,2
1232,6867,1,17.0,1021.0,73.0,2.0,0,16,10,25,17
1233,0,0,10.0,1005.0,81.0,6.0,0,0,1,22,3
1234,982,1,16.0,1013.0,80.0,1.0,0,9,4,22,13
1235,125,1,24.0,1018.0,39.0,0.0,0,5,10,11,15
1236,0,0,18.0,1013.0,56.0,1.0,0,5,4,14,21
1237,0,0,13.0,1021.0,89.0,0.0,0,5,6,8,2
1238,2912,1,16.0,1008.0,91.0,2.0,0,13,10,30,12
1239,0,0,13.0,1013.0,73.0,1.0,0,0,3,4,22
1240,36,1,16.0,1015.0,71.0,2.0,0,6,11,21,15
1241,1233,1,25.0,1017.0,35.0,1.0,0,8,7,16,9
1242,44,0,6.0,1025.0,81.0,2.0,0,0,1,18,23
1243,0,0,21.0,1011.0,70.0,0.0,0,5,9,12,20
1244,0,1,15.0,1016.0,81.0,1.0,0,5,6,19,18
1245,62,1,24.0,1024.0,51.0,2.0,0,5,9,30,15
1246,0,0,12.0,1022.0,83.0,1.0,0,5,10,24,1
1247,2631,0,14.0,1023.0,55.0,2.0,0,10,12,15,17
1248,1050,1,11.0,1024.0,61.0,3.0,0,8,11,18,9
1249,5864,0,10.0,1024.0,93.0,0.0,0,14,11,29,19
1250,0,0,12.0,1015.0,63.0,1.0,0,5,4,5,2
1251,12582,0,11.0,1025.0,94.0,0.0,0,43,12,9,18
1252,0,1,25.0,1015.0,58.0,1.0,0,5,7,11,16
1253,0,0,10.0,1020.0,91.0,1.0,0,5,5,13,3
1254,0,2,18.0,1019.0,63.0,0.0,0,5,6,9,20
1255,0,0,11.0,1022.0,92.0,0.0,0,0,1,29,4
1256,0,0,14.0,1015.0,51.0,1.0,0,5,4,4,23
1257,0,1,17.0,1021.0,54.0,1.0,0,5,6,5,19
1258,0,0,14.0,1021.0,67.0,2.0,0,5,11,19,23
1259,533,1,13.0,1024.0,94.0,0.0,0,5,12,10,11
1260,4791,0,20.0,1026.0,65.0,2.0,0,12,9,29,19
1261,3010,1,12.0,1021.0,63.0,1.0,0,8,12,19,12
1262,251,1,21.0,1020.0,48.0,1.0,0,6,6,23,12
1263,0,0,7.0,1014.0,84.0,1.0,0,0,3,8,6
1264,505,1,13.0,1010.0,94.0,1.0,0,5,10,29,10
1265,0,0,17.0,1020.0,70.0,2.0,0,5,6,23,23
1266,0,1,27.0,1019.0,34.0,1.0,0,5,6,24,16
1267,0,1,15.0,1014.0,82.0,2.0,0,5,5,8,10
1268,2979,1,11.0,1005.0,92.0,2.0,0,8,12,24,16
1269,0,1,27.0,1019.0,51.0,1.0,0,5,6,14,12
1270,0,0,11.0,1025.0,91.0,1.0,0,0,3,10,23
1271,0,0,17.0,1018.0,92.0,0.0,0,5,7,3,3
1272,0,0,11.0,1022.0,94.0,0.0,2,5,12,4,6
1273,0,1,17.0,1021.0,38.0,0.0,0,0,3,21,16
1274,544,1,12.0,1024.0,91.0,1.0,0,1,3,10,17
1275,7322,1,19.0,1018.0,55.0,6.0,0,21,5,3,18
1276,0,0,16.0,1016.0,84.0,1.0,0,5,6,26,21
1277,0,1,13.0,1027.0,93.0,1.0,0,0,1,27,14
1278,617,1,14.0,1020.0,62.0,1.0,0,6,5,2,11
1279,0,1,14.0,1016.0,76.0,0.0,0,5,11,1,16
1280,145,0,11.0,1002.0,93.0,2.0,2,0,12,25,2
1281,487,1,9.0,1027.0,82.0,0.0,0,4,12,3,10
1282,0,0,17.0,1022.0,91.0,1.0,0,5,9,27,0
1283,1871,2,10.0,1025.0,60.0,2.0,0,9,12,16,8
1284,0,0,15.0,1018.0,67.0,1.0,0,5,10,27,23
1285,0,0,9.0,1027.0,81.0,1.0,0,0,3,3,1
1286,73,1,17.0,1008.0,85.0,2.0,0,5,10,30,17
1287,0,0,16.0,1017.0,93.0,1.0,0,5,10,17,2
1288,0,1,18.0,1018.0,92.0,1.0,0,5,10,17,14
1289,0,0,21.0,1018.0,47.0,0.0,0,5,10,10,20
1290,0,0,12.0,1010.0,92.0,0.0,0,0,2,3,1
1291,0,1,16.0,1021.0,45.0,4.0,0,5,3,29,9
1292,388,0,21.0,1018.0,81.0,0.0,0,5,10,9,19
1293,0,0,9.0,1026.0,71.0,2.0,0,2,12,19,1
1294,0,1,13.0,1008.0,94.0,1.0,2,0,12,26,11
1295,123,0,12.0,1008.0,91.0,0.0,0,0,1,21,19
1296,0,0,16.0,1018.0,89.0,1.0,0,5,9,16,6
1297,5007,1,22.0,1011.0,37.0,3.0,2,17,6,11,17
1298,0,0,17.0,1021.0,93.0,1.0,0,5,10,18,6
1299,0,1,13.0,1029.0,54.0,1.0,0,0,1,17,13
1300,0,0,13.0,1019.0,82.0,2.0,0,0,3,6,19
1301,4949,1,14.0,1022.0,91.0,0.0,0,11,10,1,8
1302,0,0,14.0,1021.0,80.0,1.0,0,3,10,19,6
1303,0,1,30.0,1017.0,28.0,0.0,0,5,7,17,11
1304,0,1,24.0,1020.0,54.0,0.0,0,5,6,8,16
1305,0,1,26.0,1016.0,57.0,0.0,0,5,7,26,16
1306,0,0,10.0,1013.0,87.0,3.0,0,0,3,4,6
1307,0,0,12.0,1017.0,81.0,0.0,0,5,4,20,0
1308,0,1,16.0,1007.0,82.0,0.0,0,5,4,27,10
1309,0,1,15.0,1011.0,86.0,2.0,0,5,4,24,9
1310,5515,1,13.0,1023.0,94.0,0.0,0,16,12,10,9
1311,5282,0,21.0,1017.0,41.0,1.0,0,17,10,12,19
1312,0,1,6.0,1017.0,94.0,6.0,0,8,12,8,8
1313,0,0,10.0,1019.0,91.0,0.0,0,5,6,3,4
1314,0,0,12.0,1016.0,95.0,2.0,0,5,12,21,6
1315,224,1,12.0,1017.0,78.0,0.0,0,5,12,20,11
1316,0,0,15.0,1018.0,89.0,1.0,0,5,9,11,5
1317,0,0,16.0,1023.0,75.0,2.0,0,2,12,31,18
1318,0,0,11.0,1024.0,94.0,1.0,0,5,12,4,3
1319,158,1,13.0,1024.0,57.0,3.0,0,5,11,29,13
1320,436,0,11.0,1028.0,59.0,1.0,0,4,11,6,19
1321,0,0,7.0,1025.0,94.0,1.0,0,5,11,30,4
1322,0,0,15.0,1014.0,88.0,1.0,0,5,7,25,5
1323,0,0,12.0,1023.0,85.0,0.0,0,5,6,3,23
1324,0,1,12.0,1028.0,66.0,2.0,0,0,1,17,15
1325,1247,0,8.0,1015.0,94.0,3.0,0,11,12,7,20
1326,190,1,23.0,1020.0,70.0,0.0,0,6,10,9,13
1327,0,1,12.0,1029.0,80.0,1.0,0,0,3,14,10
1328,543,0,16.0,1016.0,63.0,3.0,0,6,4,16,21
1329,0,0,4.0,1020.0,58.0,2.0,0,5,11,15,4
1330,0,0,17.0,1020.0,91.0,1.0,0,5,9,25,23
1331,0,0,11.0,1010.0,84.0,2.0,0,0,12,24,4
1332,5552,1,15.0,1023.0,79.0,0.0,0,9,12,12,16
1333,1300,1,22.0,1014.0,77.0,1.0,0,8,7,25,16
1334,448,1,18.0,1019.0,67.0,5.0,0,6,4,8,13
1335,0,0,11.0,1020.0,66.0,2.0,0,5,11,14,3
1336,0,0,8.0,1026.0,88.0,1.0,0,5,12,5,4
1337,294,1,27.0,1018.0,53.0,0.0,0,6,6,14,16
1338,0,1,24.0,1018.0,59.0,0.0,0,5,6,10,10
1339,1679,0,10.0,1027.0,85.0,0.0,0,10,12,5,18
1340,0,0,8.0,1017.0,93.0,4.0,2,2,12,2,3
1341,0,0,18.0,1012.0,76.0,2.0,2,5,9,24,5
1342,0,0,18.0,1021.0,73.0,1.0,0,5,10,19,3
1343,133,1,21.0,1019.0,55.0,0.0,0,6,9,18,16
1344,1540,1,13.0,1011.0,93.0,0.0,0,9,11,2,13
1345,1197,1,11.0,1015.0,47.0,6.0,0,7,11,27,11
1346,528,1,14.0,1022.0,53.0,0.0,0,7,11,18,14
1347,0,0,18.0,1018.0,77.0,1.0,0,5,6,14,22
1348,38,1,10.0,1013.0,84.0,1.0,0,0,3,4,8
1349,0,0,10.0,1010.0,89.0,1.0,0,5,5,10,0
1350,337,1,18.0,1021.0,59.0,3.0,0,5,5,4,13
1351,0,0,7.0,1023.0,81.0,1.0,0,5,11,5,2
1352,0,1,19.0,1022.0,65.0,3.0,0,5,7,7,12
1353,5644,1,18.0,1021.0,86.0,3.0,0,13,10,20,17
1354,0,1,12.0,1026.0,71.0,2.0,0,0,3,12,12
1355,0,0,11.0,1015.0,71.0,1.0,0,5,4,9,5
1356,0,0,17.0,1018.0,61.0,2.0,0,5,6,25,5
1357,0,1,18.0,1016.0,43.0,2.0,0,5,6,30,11
1358,2108,1,12.0,1013.0,93.0,0.0,2,8,12,7,16
1359,0,0,5.0,1025.0,66.0,2.0,0,0,12,18,5
1360,0,0,16.0,1014.0,92.0,1.0,0,5,7,6,2
1361,0,1,26.0,1015.0,53.0,5.0,0,5,7,27,16
1362,0,0,15.0,1018.0,92.0,0.0,0,5,9,18,0
1363,240,1,24.0,1020.0,54.0,1.0,0,5,10,8,13
1364,7698,1,19.0,1020.0,72.0,3.0,0,26,5,6,18
1365,1173,1,10.0,1026.0,83.0,1.0,0,4,12,3,13
1366,0,0,5.0,1024.0,91.0,1.0,0,0,3,13,4
1367,0,1,13.0,1014.0,87.0,3.0,0,5,10,3,10
1368,0,0,11.0,1015.0,93.0,1.0,0,5,11,2,3
1369,0,0,7.0,1025.0,87.0,1.0,0,5,3,25,1
1370,285,1,13.0,1024.0,62.0,3.0,0,6,11,29,12
1371,0,1,22.0,1023.0,36.0,0.0,0,5,3,28,15
1372,0,0,15.0,1016.0,91.0,0.0,0,5,7,24,3
1373,0,0,10.0,1024.0,94.0,0.0,0,2,12,9,6
1374,0,1,22.0,1017.0,34.0,4.0,0,5,7,18,14
1375,0,0,14.0,1008.0,94.0,1.0,0,0,12,26,18
1376,1953,1,22.0,1015.0,37.0,0.0,0,8,4,16,17
1377,1551,1,12.0,1019.0,59.0,0.0,0,12,5,4,8
1378,0,0,12.0,1015.0,92.0,0.0,2,5,12,20,22
1379,729,1,18.0,1019.0,72.0,4.0,0,9,4,8,14
1380,0,0,6.0,1024.0,83.0,1.0,0,5,11,5,4
1381,0,2,17.0,1022.0,68.0,1.0,0,5,7,8,20
1382,0,0,19.0,1019.0,56.0,2.0,0,5,6,25,1
1383,0,0,10.0,1011.0,91.0,0.0,0,0,1,21,2
1384,0,2,11.0,1015.0,91.0,2.0,0,0,12,22,8
1385,4321,0,12.0,1022.0,79.0,0.0,0,11,12,13,17
1386,0,0,10.0,1025.0,63.0,2.0,0,2,12,15,0
1387,0,0,13.0,1017.0,91.0,0.0,0,5,4,2,23
1388,0,0,14.0,1012.0,72.0,2.0,0,5,4,15,2
1389,0,0,11.0,1010.0,93.0,0.0,2,0,12,26,1
1390,0,0,11.0,1018.0,87.0,3.0,0,0,3,6,0
1391,0,1,17.0,1008.0,79.0,1.0,0,5,4,25,15
1392,1046,1,13.0,1013.0,94.0,4.0,0,7,11,2,10
1393,0,1,9.0,1019.0,93.0,7.0,0,9,12,8,14
1394,7249,1,20.0,1017.0,55.0,0.0,0,16,9,22,18
1395,524,0,8.0,1014.0,87.0,0.0,0,5,11,27,0
1396,0,0,11.0,1016.0,93.0,0.0,2,5,12,20,23
1397,0,0,16.0,1021.0,76.0,0.0,0,5,9,18,21
1398,0,0,16.0,1021.0,85.0,1.0,0,5,7,14,2
1399,0,0,17.0,1022.0,69.0,2.0,0,5,10,7,1
1400,0,0,12.0,1020.0,75.0,1.0,0,5,11,14,21
1401,0,1,16.0,1017.0,45.0,2.0,0,5,7,22,12
1402,0,0,12.0,1021.0,85.0,0.0,0,5,10,4,0
1403,0,1,13.0,1024.0,58.0,0.0,0,5,11,18,11
1404,0,2,17.0,1020.0,69.0,1.0,0,5,6,8,20
1405,0,0,17.0,1018.0,59.0,2.0,0,5,6,25,4
1406,0,0,13.0,1018.0,92.0,0.0,0,5,7,2,5
1407,491,1,20.0,1021.0,75.0,3.0,0,7,9,26,15
1408,606,1,16.0,1017.0,62.0,1.0,0,5,7,22,10
1409,2759,1,10.0,1026.0,66.0,1.0,0,8,11,5,9
1410,736,1,19.0,1016.0,80.0,0.0,0,7,9,25,15
1411,234,0,11.0,1022.0,79.0,2.0,0,3,12,30,20
1412,0,1,24.0,1022.0,51.0,4.0,0,5,7,8,16
1413,343,0,14.0,1024.0,93.0,0.0,0,6,12,29,19
1414,0,0,15.0,1015.0,87.0,0.0,0,5,6,18,22
1415,0,0,8.0,1013.0,79.0,2.0,0,5,11,22,4
1416,2141,1,19.0,1018.0,68.0,0.0,0,8,6,29,19
1417,315,1,6.0,1020.0,59.0,0.0,0,0,3,9,8
1418,0,1,26.0,1018.0,50.0,4.0,0,5,6,10,13
1419,0,1,18.0,1016.0,54.0,2.0,0,5,4,11,19
1420,143,1,8.0,1023.0,87.0,0.0,0,6,3,26,8
1421,75,0,11.0,1021.0,72.0,1.0,0,6,11,16,22
1422,0,0,13.0,1021.0,72.0,2.0,2,5,11,20,6
1423,0,0,15.0,1020.0,59.0,1.0,0,5,10,15,3
1424,0,0,6.0,1012.0,79.0,1.0,0,5,11,23,4
1425,0,0,12.0,1026.0,93.0,1.0,0,0,1,27,3
1426,0,0,23.0,1016.0,44.0,1.0,0,5,7,17,1
1427,0,0,7.0,1024.0,83.0,1.0,0,5,12,2,20
1428,0,1,12.0,1025.0,64.0,1.0,0,0,3,10,11
1429,873,1,18.0,1014.0,93.0,4.0,0,7,10,2,16
1430,0,0,13.0,1011.0,76.0,2.0,0,5,4,23,6
1431,0,0,10.0,1022.0,86.0,1.0,0,3,6,4,4
1432,0,0,10.0,1019.0,93.0,1.0,0,5,11,12,4
1433,0,2,16.0,1016.0,93.0,1.0,0,5,10,17,7
1434,459,1,12.0,1027.0,58.0,1.0,0,2,3,16,8
1435,0,0,15.0,1010.0,83.0,0.0,0,5,4,1,4
1436,0,0,20.0,1018.0,66.0,1.0,0,5,7,9,23
1437,0,0,17.0,1017.0,55.0,2.0,0,5,9,23,1
1438,0,1,16.0,1021.0,77.0,1.0,0,5,6,28,9
1439,0,1,9.0,1011.0,91.0,5.0,2,0,1,23,10
1440,28,1,18.0,1017.0,79.0,0.0,0,6,10,16,14
1441,172,1,29.0,1018.0,35.0,1.0,0,7,6,25,13
1442,151,1,22.0,1011.0,73.0,2.0,0,6,6,16,14
1443,0,0,11.0,1023.0,98.0,1.0,0,1,11,28,23
1444,0,0,16.0,1019.0,90.0,0.0,0,5,7,4,2
1445,0,0,8.0,1015.0,94.0,0.0,0,8,12,8,0
1446,0,1,19.0,1024.0,70.0,2.0,0,5,9,28,13
1447,0,0,15.0,1017.0,72.0,1.0,0,5,4,11,21
1448,0,1,19.0,1020.0,62.0,0.0,0,5,9,18,13
1449,313,1,15.0,1019.0,44.0,1.0,0,1,3,9,14
1450,0,0,18.0,1018.0,90.0,0.0,0,5,9,16,0
1451,376,0,15.0,1024.0,76.0,2.0,0,2,12,31,19
1452,0,0,20.0,1017.0,79.0,3.0,0,5,6,11,21
1453,0,0,14.0,1013.0,86.0,0.0,0,5,6,2,2
1454,0,0,14.0,1010.0,89.0,2.0,0,5,4,24,6
1455,0,0,16.0,1022.0,91.0,1.0,0,5,9,27,1
1456,35,1,12.0,1023.0,75.0,0.0,0,0,12,13,10
1457,1023,1,21.0,1016.0,36.0,1.0,0,8,7,26,12
1458,218,0,13.0,1023.0,62.0,2.0,0,6,3,27,22
1459,387,1,14.0,1018.0,92.0,1.0,0,7,6,22,8
1460,421,1,10.0,1027.0,78.0,0.0,0,3,12,3,11
1461,0,0,10.0,1022.0,83.0,0.0,0,0,12,13,2
1462,0,0,15.0,1022.0,83.0,1.0,0,5,9,20,3
1463,0,0,16.0,1024.0,77.0,2.0,0,0,3,16,20
1464,757,1,17.0,1015.0,91.0,3.0,0,10,7,5,19
1465,0,0,10.0,1017.0,66.0,1.0,0,5,10,28,7
1466,191,1,18.0,1023.0,68.0,2.0,0,6,9,20,10
1467,0,0,13.0,1019.0,80.0,0.0,0,8,11,10,22
1468,0,0,12.0,1016.0,87.0,2.0,0,5,4,16,4
1469,0,0,13.0,1017.0,89.0,0.0,0,5,6,30,3
1470,0,0,12.0,1018.0,75.0,3.0,0,5,12,20,1
1471,0,0,13.0,1016.0,59.0,1.0,0,5,4,8,4
1472,0,1,19.0,1016.0,78.0,2.0,0,5,6,12,6
1473,0,0,16.0,1020.0,91.0,0.0,0,5,9,26,3
1474,0,0,12.0,1016.0,66.0,1.0,0,5,4,8,3
1475,774,1,19.0,1021.0,79.0,0.0,0,9,7,9,8
1476,2408,1,12.0,1016.0,48.0,3.0,0,10,11,26,15
1477,0,0,16.0,1019.0,91.0,1.0,0,5,7,4,5
1478,0,0,12.0,1016.0,89.0,1.0,0,5,5,8,3
1479,0,0,12.0,1013.0,78.0,2.0,0,5,4,10,0
1480,3979,1,18.0,1013.0,77.0,2.0,0,14,4,6,19
1481,0,2,12.0,1018.0,67.0,2.0,0,8,11,10,7
1482,0,0,8.0,1013.0,79.0,1.0,0,5,11,22,3
1483,404,1,21.0,1020.0,35.0,0.0,0,6,7,9,10
1484,383,2,13.0,1022.0,92.0,1.0,0,6,10,21,7
1485,0,2,20.0,1017.0,70.0,0.0,0,5,6,13,5
1486,3051,1,16.0,1017.0,67.0,1.0,0,10,11,12,16
1487,0,1,14.0,1013.0,83.0,1.0,0,5,6,2,6
1488,793,0,16.0,1019.0,64.0,1.0,0,6,10,27,21
1489,0,0,14.0,1021.0,93.0,1.0,0,5,10,5,2
1490,0,1,12.0,1009.0,91.0,4.0,0,0,1,21,13
1491,0,2,12.0,1021.0,81.0,1.0,0,5,9,19,7
1492,0,0,13.0,1013.0,88.0,1.0,0,5,6,20,0
1493,3084,0,14.0,1019.0,81.0,1.0,0,13,11,11,17
1494,1158,1,23.0,1016.0,31.0,0.0,0,10,4,5,15
1495,107,0,12.0,1022.0,83.0,1.0,0,5,10,22,0
1496,586,1,18.0,1023.0,61.0,0.0,0,2,12,31,13
1497,0,0,13.0,1017.0,86.0,0.0,0,5,5,8,1
1498,0,0,13.0,1026.0,93.0,1.0,0,0,1,26,23
1499,0,0,12.0,1020.0,92.0,1.0,0,0,1,26,5
1500,0,1,16.0,1016.0,92.0,0.0,0,5,7,20,8
1501,0,0,16.0,1015.0,63.0,4.0,0,5,4,4,21
1502,179,1,17.0,1017.0,67.0,0.0,0,6,10,3,16
1503,0,1,15.0,1019.0,92.0,0.0,0,5,7,4,6
1504,0,1,22.0,1012.0,73.0,0.0,0,5,6,16,12
1505,0,1,16.0,1023.0,93.0,0.0,0,5,9,27,11
1506,0,1,15.0,1008.0,92.0,0.0,0,5,4,25,13
